Academic Term,Course Campus,Course Identification,Subject,Subject Description,Course Number,Status,Status Description,Schedule Type,College,College Description,Dept,Department Description,Minimum Credit,Maximum Credit,Title Short Description,Title Long Description,Course Description,Default Grade Mode Description
Fall 2023,Beaufort,NURSB430C,NURS,NURS - Nursing,B430C,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,3,,Clinical Synthesis & Seminar,Clinical Synthesis and Seminar,"(Prerequisite: NURS B412, B418 and B422C) In this clinical course, students will have an opportunity to model program outcomes and strengthen their abilities to manage a client population throughout a shift, focusing on organizational, delegation, and time management skills. Priority setting and the ability to develop focus in delivering care to more than one client are emphasized. In the seminar setting, synthesis of clinical information linked to
individuals, families, and communities will be reviewed. Role understanding and clinical functioning will be evaluated to meet entry-level practice
expectations. Knowledge of patient education, discharge planning, team functions, and nursing skills will be demonstrated.",Standard Letter
Fall 2023,Beaufort,NURSB430C,NURS,NURS - Nursing,B430C,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,3,,Clinical Synthesis & Seminar,Clinical Synthesis and Seminar,"(Prerequisite: NURS B412, B418 and B422C) In this clinical course, students will have an opportunity to model program outcomes and strengthen their abilities to manage a client population throughout a shift, focusing on organizational, delegation, and time management skills. Priority setting and the ability to develop focus in delivering care to more than one client are emphasized. In the seminar setting, synthesis of clinical information linked to
individuals, families, and communities will be reviewed. Role understanding and clinical functioning will be evaluated to meet entry-level practice
expectations. Knowledge of patient education, discharge planning, team functions, and nursing skills will be demonstrated.",Standard Letter
Fall 2023,Beaufort,NURSB435,NURS,NURS - Nursing,B435,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,2,,Career Prep & Transitions,Professional Nursing Seminar,"(Prerequisite: NURS B412, B418, & B422C) Students will prepare a personalized career plan that is consistent with an intentional career focus.
Documents needed to apply for licensure, jobs, and continuing education will be developed and refined. Interviewing skills needed for applying for jobs and graduate level education are rehearsed. The use of social media in job procurement is presented. Readiness for NCLEX-RN® and achievement of licensure will be emphasized.",Standard Letter
Fall 2023,Beaufort,NURSB435,NURS,NURS - Nursing,B435,A,Active,Seminar,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,2,,Career Prep & Transitions,Professional Nursing Seminar,"(Prerequisite: NURS B412, B418, & B422C) Students will prepare a personalized career plan that is consistent with an intentional career focus.
Documents needed to apply for licensure, jobs, and continuing education will be developed and refined. Interviewing skills needed for applying for jobs and graduate level education are rehearsed. The use of social media in job procurement is presented. Readiness for NCLEX-RN® and achievement of licensure will be emphasized.",Standard Letter
Fall 2023,Beaufort,NURSB450,NURS,NURS - Nursing,B450,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,3,,"Ethical Decision-Making, Legal","Ethical Decision-Making, Legal Issues and Health Policy in Professional Nursing","(Prerequisite: NURS B202 or B301) This course examines legal and ethical issues in healthcare and how they influence health policy. Students study legal principles governing professional nursing practice and explore frameworks to support ethical decision-making across the continuum of care. The nurse's role in healthcare policy development, implementation and analysis are explored, particularly as it relates to legal and ethical issues affecting practice. Students explore current legal/ethical issues and existing health policies, with an emphasis on how these issues impact access to, and delivery of healthcare services to vulnerable populations.",Standard Letter
Fall 2023,Beaufort,NURSB499,NURS,NURS - Nursing,B499,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2NUR,USC-B Nursing,1,3,Special Topics in Pro Nursing,Special Topics in Professional Nursing Practice,"(Prerequisite: NURS B326 or B301 or consent of instructor) This course examines advanced concepts, emerging trends and issues, and evidenced-based practice changes in professional nursing practice. Variable hours between 1-3 credits, depending upon special topic. Topics may include complementary and alternative health practices, end-of-life and palliative care, working with special populations, and nursing theories. May be repeated under different topics.",Standard Letter
Fall 2023,Beaufort,PEDUB101,PEDU,PEDU - Physical Education,B101,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,RAD Self-Defense for Women,RAD Self-Defense for Women,"(Prerequisite: Instructor Permission) An introduction to the principles, techniques, and active practice of self-defense for women.
",Standard Letter
Fall 2023,Beaufort,PEDUB101,PEDU,PEDU - Physical Education,B101,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,RAD Self-Defense for Women,RAD Self-Defense for Women,"(Prerequisite: Instructor Permission) An introduction to the principles, techniques, and active practice of self-defense for women.
",Standard Letter
Fall 2023,Beaufort,PEDUB104,PEDU,PEDU - Physical Education,B104,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Personal Fitness & Weight Ctrl,Personal Fitness and Weight Control,Assessment of major fitness components and development of a personalized exercise program based on fundamental principles of exercise prescription. Weight management and dietary guidelines will be addressed.,Standard Letter
Fall 2023,Beaufort,PEDUB105,PEDU,PEDU - Physical Education,B105,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Weight Training,Weight Training,An introduction to progressive resistance training and participation in a personalized strength training program with emphasis on proper technique and safety principles.,Standard Letter
Fall 2023,Beaufort,PEDUB107,PEDU,PEDU - Physical Education,B107,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Aerobic Fitness,Aerobic Fitness,"Participate in aerobic fitness activities designed to improve cardiovascular endurance. Includes aerobic fitness assessment along with individualized
and group aerobic fitness training.
",Standard Letter
Fall 2023,Beaufort,PEDUB112,PEDU,PEDU - Physical Education,B112,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Basketball,Basketball,"Fundamental skills of game performance. Strategy, rules, and basic offenses and defenses.
",Standard Letter
Fall 2023,Beaufort,PEDUB112,PEDU,PEDU - Physical Education,B112,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Basketball,Basketball,"Fundamental skills of game performance. Strategy, rules, and basic offenses and defenses.
",Standard Letter
Fall 2023,Beaufort,PEDUB113,PEDU,PEDU - Physical Education,B113,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Bowling,Bowling,"An Introduction to the fundamentals of bowling, with an emphasis on basic techniques in all facets of the game, as well as an understanding of
terminology.
",Standard Letter
Fall 2023,Beaufort,PEDUB114,PEDU,PEDU - Physical Education,B114,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Golf,Golf,"Basic concepts and fundamentals of the golf swing will be emphasized. Grip, stance, posture, alignment, and ball position relative to the golf swing will be addressed. On-course instruction included.",Standard Letter
Fall 2023,Beaufort,PEDUB117,PEDU,PEDU - Physical Education,B117,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Karate,Karate,"Explore different martial arts styles with emphasis on basic hand strikes, kicks, blocks, stances, fighting strategy, martial art theory, history and selfdefense strategies.
",Standard Letter
Fall 2023,Beaufort,PEDUB119,PEDU,PEDU - Physical Education,B119,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Soccer,Soccer,"Fundamental skills for game performance; history, rules, and game strategy.",Standard Letter
Fall 2023,Beaufort,PEDUB121,PEDU,PEDU - Physical Education,B121,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Tennis I,,"Introduction to the game of tennis. All aspects of the game for new players including technical, tactical, physical and mental skills will be developed.
The emphasis will be on helping students serve, rally and score and to build their knowledge and skill base.
",Standard Letter
Fall 2023,Beaufort,PEDUB136,PEDU,PEDU - Physical Education,B136,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Yoga I,Yoga I,"Explore the mind-body connection through participation in yoga poses, transitional movements, and progressive relaxation techniques. Build strength,
flexibility, muscle tone, and mindfulness while improving one's sense of well-being.",Standard Letter
Fall 2023,Beaufort,PEDUB137,PEDU,PEDU - Physical Education,B137,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Yoga II,Yoga II,"(Prerequisite: PEDU B136, or consent of instructor) This course is a continuation of the Yoga I, focusing on the understanding and practice of intermediate to advanced yoga asanas (postures), pranayama (breathing) and meditation technique, including an introduction to the chakras.",Standard Letter
Fall 2023,Beaufort,PEDUB142,PEDU,PEDU - Physical Education,B142,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Lifeguard Training,Lifeguard Training,"(Prerequisite: Permission of the PEDU Program Coordinator) Students will develop proficiency in water safety skills. Successful completion of all course requirement leads to certification in American Red Cross Lifeguard Training, CPR, First Aid, and AED.",Standard Letter
Fall 2023,Beaufort,PEDUB147,PEDU,PEDU - Physical Education,B147,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Kayaking,Kayaking,"(Prerequisite: successful completion of deep water swim exam) Supervised calm water single kayak paddling. Emphasis on safety, equipment selection, basic paddle and kayak-handling techniques, fitness considerations, travel safety, rescue and survival techniques.",Standard Letter
Fall 2023,Beaufort,PEDUB148,PEDU,PEDU - Physical Education,B148,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Stand Up Paddle Boarding,Stand Up Paddle Boarding,"(Prerequisite: Must be a deep water swimmer.) A supervised calm water stand up paddling experience. Emphasis on safety, equipment selection, paddle and board-handling techniques, fitness, travel safety, rescue and survival techniques.",Standard Letter
Fall 2023,Beaufort,PEDUB153,PEDU,PEDU - Physical Education,B153,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Heartsaver CPR/First Aid/AED,Heartsaver CPR/First Aid/AED,"The study and practice of early emergency care procedures, including first aid; choking relief in adults, children, and infants; and what to do for sudden cardiac arrest in adults, children, and infants.",Standard Letter
Fall 2023,Beaufort,PEDUB189,PEDU,PEDU - Physical Education,B189,A,Active,Studio / PE Course,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,1,,Indoor Cycling,Indoor Cycling,"An introduction to the basic fundaments of indoor cycling. 
",Standard Letter
Fall 2023,Beaufort,PEDUB202,PEDU,PEDU - Physical Education,B202,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2PHH,USC-B Public Hlth & Human Serv,2,,Foundations of Coaching,Foundations of Coaching,"Explore coaching philosophies, coaching techniques, training fundamentals, risk management and group management strategies. Emphasis placed on coaching skills necessary for working with children. Includes practical experience and evaluation of coaching situations.",Standard Letter
Fall 2023,Beaufort,PHILB102,PHIL,PHIL - Philosophy,B102,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Introduction to Philosophy,Introduction to Philosophy,"An introduction to the main problems of philosophy and its methods of inquiry, analysis and criticism. Works of important philosophers will be read. 
",Standard Letter
Fall 2023,Beaufort,PHILB110,PHIL,PHIL - Philosophy,B110,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Formal Logic: Deduction & Infe,Introduction to Formal Logic: Deduction & Inference,"This course is an introduction to deductive reasoning. The focus will be on the use of formal methods to construct and criticize actual arguments.
Particular emphasis will be placed upon Aristotelian logic, sentential logic, and predicate logic. Student will develop skills in the development and analysis of syllogisms, Venn Diagrams, truth tables, and formal proofs.",Standard Letter
Fall 2023,Beaufort,PHILB111,PHIL,PHIL - Philosophy,B111,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Informal Logic: Reason & Analy,Introduction to Informal Logic: Reasoning & Analysis,"This course is an introduction to inductive reasoning. The focus will be on argumentation and argument analysis. Students will develop skills for:
identifying argumentative language; determining the type of argument present; constructing argument maps; evaluating arguments in term of inductive standards; and identifying various informal fallacies.",Standard Letter
Fall 2023,Beaufort,PHILB201,PHIL,PHIL - Philosophy,B201,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,History of Ancient Philosophy,History of Ancient Philosophy,"An introduction to the development of philosophy in the ancient world through study of the works of representative philosophers. PHIL B202 may be
taken prior to this course.",Standard Letter
Fall 2023,Beaufort,PHILB202,PHIL,PHIL - Philosophy,B202,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,History of Modern Philosophy,,"An introduction to the development of philosophic thought since the Renaissance through the study of the works of important philosophers. The chief
emphasis is on the 17th and 18th centuries.",Standard Letter
Fall 2023,Beaufort,PHILB211,PHIL,PHIL - Philosophy,B211,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Contemporary Moral Issues,Contemporary Moral Issues,"Moral issues confronting men and women in contemporary society. Topics will vary but may include discussion of problems related to abortion, drugs,
euthanasia, war, social engineering and punishment of criminals.",Standard Letter
Fall 2023,Beaufort,PHILB212,PHIL,PHIL - Philosophy,B212,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Philosophy of Human Nature,Philosophy of Human Nature,This course investigates particular interpretations of human nature that have arisen within the history of ideas. Particular focus will be given to 1) analyzing the conflicting claims regarding human behavior that arise from such interpretations and 2) evaluating disagreements regarding the norms of conduct and social policy that develop from these different interpretations.,Standard Letter
Fall 2023,Beaufort,PHILB302,PHIL,PHIL - Philosophy,B302,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,American Philosophy,American Philosophy,"The principal movements of philosophical thought from Colonial times to the present, with special emphasis on the 19th and 20th centuries.
",Standard Letter
Fall 2023,Beaufort,PHILB303,PHIL,PHIL - Philosophy,B303,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Critical Social Theories,Critical Social Theories,"This course is an introduction to the critical social theories that have developed since the late 19th century. Critical social thought in philosophy focuses on various socio-historical conditions in contemporary society, as well as on the sociocultural methods that are used to study them. Possible frameworks may include Marxism, Neo-Marxism, feminist philosophies, queer theory, critical race theory, and post-analytic philosophy. Social and cultural topics may include race, gender, global economic dynamics, Internet culture, and social media.
",Standard Letter
Fall 2023,Beaufort,PHILB304,PHIL,PHIL - Philosophy,B304,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,History of Analytic Philosophy,History of Analytic Philosophy,"This course is an introduction to analytic philosophy in the British and American philosophical traditions, emphasizing epistemology and the philosophy of language. Particular attention will be given to developments arising out of logical positivism and ordinary language philosophy. 
",Standard Letter
Fall 2023,Beaufort,PHILB311,PHIL,PHIL - Philosophy,B311,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Ethics,Ethics,"A study of the moral principles of conduct and the basic concepts underlying these principles, such as good, evil, right, wrong, justice, value, duty and
obligation. The ethical works of influential philosophers are analyzed in terms of these concepts.
",Standard Letter
Fall 2023,Beaufort,PHILB312,PHIL,PHIL - Philosophy,B312,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Bioethics,Bioethics,"The concepts of Person and Justice as they relate to biomedical sciences and technologies.
",Standard Letter
Fall 2023,Beaufort,PHILB313,PHIL,PHIL - Philosophy,B313,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Philosophy of Art,Philosophy of Art,"Philosophical problems relating to the arts, with emphasis on questions pertaining to aesthetic experience.
",Standard Letter
Fall 2023,Beaufort,PHILB315,PHIL,PHIL - Philosophy,B315,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Philosophy of Technology,Philosophy of Technology,"This course will focus on the various philosophical questions and issues that arise from the technological opportunities and challenges of the 21st century. Philosophical topics surrounding technology will include those related to ethics, the philosophy of language, feminism, critical theory, and pragmatism. Possible topics regarding technology may include information technologies, robotics, AI, genetic engineering, cyborgs, climate change/geoengineering/the Anthropocene, and social media technologies. Finally, we investigate how technological developments stimulate philosophical thinking.
",Standard Letter
Fall 2023,Beaufort,PHILB320,PHIL,PHIL - Philosophy,B320,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Existentialism,Existentialism,"An introduction to existentialist themes in contemporary philosophy, literature, psychology and religion. The writings of existentialists such as
Kierkegaard, Nietzsche, Camus, Sartre, Buber, May and Binswanger will be read and discussed.
",Standard Letter
Fall 2023,Beaufort,PHILB341,PHIL,PHIL - Philosophy,B341,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Environmental Ethics,Environmental Ethics,"Examination of principles and arguments surrounding moral issues involving the environment.
",Standard Letter
Fall 2023,Beaufort,PHILB363,PHIL,PHIL - Philosophy,B363,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Philosophy of Film,Philosophy of Film,"{§IDST B363} (Prerequisite: ENGL B101/B105 and ENGL B102/B106) Interdisciplinary course with emphasis on topical study of film theory, the aesthetics of film as an art form, the social impact and relevance of film.",Standard Letter
Fall 2023,Beaufort,PHILB397,PHIL,PHIL - Philosophy,B397,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,6,Readings in Philosophy,Readings in Philosophy,"{§IDST B397} (Prerequisite: Junior standing and completion of General Education English and Humanities requirements) A systematic study of a primary source in philosophy having relevance to other disciplines. Can be conducted as a small course or as a tutorial. May be taken twice for credit.
",Standard Letter
Fall 2023,Beaufort,PHILB398,PHIL,PHIL - Philosophy,B398,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Topics in Philosophy,Topics in Philosophy,"(Prerequisite: Specific prerequisites may vary; consult the instructor) Intensive study of selected themes, topics, currents of thoughts or interdisciplinary concerns. May be repeated under different topics.",Standard Letter
Fall 2023,Beaufort,PHILB399,PHIL,PHIL - Philosophy,B399,A,Active,Independent Study,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,9,Independent Study,Independent Study in Philosophy,(Prerequisite: Contract approval is required).,Standard Letter
Fall 2023,Beaufort,PHYSB101,PHYS,PHYS - Physics,B101,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Physics of How Things Work I,The Physics of How Things Work I,"A practical introduction to physics and science in everyday life— from concrete examples to basic physical principles.
",Standard Letter
Fall 2023,Beaufort,PHYSB101L,PHYS,PHYS - Physics,B101L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Physics How Things Work I Lab,The Physics of How Things Work I Laboratory,"(Prerequisite or Co-requisite: PHYS B101) Experiments, exercises and demonstrations to accompany PHYS 101.
",Standard Letter
Fall 2023,Beaufort,PHYSB102,PHYS,PHYS - Physics,B102,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Physics of How Things Work II,The Physics of How Things Work,"(Prerequisite: PHYS B101) A continuation of PHYS B101 with emphasis on electricity, magnetism, optics and atomic physics.
",Standard Letter
Fall 2023,Beaufort,PHYSB102L,PHYS,PHYS - Physics,B102L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Physics How Things Work II Lab,The Physics of How Things Work II Laboratory,"(Prerequisite or Co-requisite: PHYS B102) Experiments, exercises and demonstrations to accompany PHYS B102.
",Standard Letter
Fall 2023,Beaufort,PHYSB201,PHYS,PHYS - Physics,B201,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,General Physics I,General Physics I,"(Prerequisite: MATH B115, or MATH B122, or equivalent) First part of an introductory course sequence. Topics include mechanics, wave motion, sound and heat. No previous background in physics is assumed.",Standard Letter
Fall 2023,Beaufort,PHYSB201L,PHYS,PHYS - Physics,B201L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,General Physics Lab I,General Physics I Laboratory,"(Prerequisite or Co-requisite: PHYS B201).
",Standard Letter
Fall 2023,Beaufort,PHYSB202,PHYS,PHYS - Physics,B202,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,General Physics II,General Physics II,"(Prerequisite: a grade of C or better in PHYS B201) Continuation of PHYS B201; includes electromagnetism, relativity, quantum physics, atomic and
nuclear physics.
",Standard Letter
Fall 2023,Beaufort,PHYSB202L,PHYS,PHYS - Physics,B202L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Gen Physics Laboratory II,General Physics II Laboratory,"(Prerequisite or Co-requisite: PHYS B202).
",Standard Letter
Fall 2023,Beaufort,PHYSB211,PHYS,PHYS - Physics,B211,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Essentials of Physics I,Essentials of Physics,(Prerequisite: a grade of C or better in MATH B141; Co-requisite: PHYS B211L or B201L) Classical mechanics and wave motion. Calculus-level course for students of science and engineering.,Standard Letter
Fall 2023,Beaufort,PHYSB211L,PHYS,PHYS - Physics,B211L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Essentials of Physics I Lab,Essentials of Physics I Laboratory,"(Prerequisite or Co-requisite: PHYS B211).
",Standard Letter
Fall 2023,Beaufort,PHYSB212,PHYS,PHYS - Physics,B212,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,3,,Essentials of Physics II,Essentials of Physics II,"(Prerequisite: a grade of C or better in PHYS B211 and MATH B142; Co-requisite: PHYS B212L) Classical electromagnetism and optics.
",Standard Letter
Fall 2023,Beaufort,PHYSB212L,PHYS,PHYS - Physics,B212L,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,,Essentials of Physics II Lab,Essentials of Physics II Laboratory,"(Prerequisite or Co-requisite: PHYS B212).
",Standard Letter
Fall 2023,Beaufort,PHYSB398,PHYS,PHYS - Physics,B398,A,Active,Lab / Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,4,Advanced Topics in Physics,Advanced Topics and Physics,"Study of a topic not otherwise available to student. May involve reading assignments, tutorial, lectures, papers, presentations, or field or laboratory
study, determined in consultation with instructor. Repeatable to a maximum of 8 credit hours.",Standard Letter
Fall 2023,Beaufort,PHYSB398,PHYS,PHYS - Physics,B398,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,4,Advanced Topics in Physics,Advanced Topics and Physics,"Study of a topic not otherwise available to student. May involve reading assignments, tutorial, lectures, papers, presentations, or field or laboratory
study, determined in consultation with instructor. Repeatable to a maximum of 8 credit hours.",Standard Letter
Fall 2023,Beaufort,PHYSB398,PHYS,PHYS - Physics,B398,A,Active,Lecture / Lab - Clinical,2A,Univ of S Carolina Beaufort,2SMT,USC-B Natural Sciences,1,4,Advanced Topics in Physics,Advanced Topics and Physics,"Study of a topic not otherwise available to student. May involve reading assignments, tutorial, lectures, papers, presentations, or field or laboratory
study, determined in consultation with instructor. Repeatable to a maximum of 8 credit hours.",Standard Letter
Fall 2023,Beaufort,POLIB105,POLI,POLI - Political Science,B105,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Introduction to Politics,Introduction to Politics,"Concepts and problems involved in human relationship with governments, the nation-state and political change.
",Standard Letter
Fall 2023,Beaufort,POLIB111,POLI,POLI - Political Science,B111,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Controv in American Politics,Contoversies in American Politics,"An introduction to the analysis of key issues in contemporary American politics focusing on the arguments, the groups involved and the political factors that influence the outcome of the debate.
",Standard Letter
Fall 2023,Beaufort,POLIB201,POLI,POLI - Political Science,B201,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,American National Government,American National Government,"The formation and development of the national government, its organization and powers.
",Standard Letter
Fall 2023,Beaufort,POLIB315,POLI,POLI - Political Science,B315,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,International Relations,Internatioanl Relations,"International political behavior and institutions.
",Standard Letter
Fall 2023,Beaufort,POLIB370,POLI,POLI - Political Science,B370,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Intro to Public Administration,Introduction to Public Administration,"A study of the basic principles and theory of administrative structure, responsibility and control in relation to policy making in the modern state.
",Standard Letter
Fall 2023,Beaufort,POLIB399A,POLI,POLI - Political Science,B399A,A,Active,Independent Study,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,1,6,Ind Study in Political Science,Independent Study in Political Science,"(Prerequisite: Contract approval is required).
",Standard Letter
Fall 2023,Beaufort,POLIB399B,POLI,POLI - Political Science,B399B,A,Active,Independent Study,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,1,6,Ind Study International Studie,Independent Study in International Studies,"(Prerequisite: Contract approval is required).
",Standard Letter
Fall 2023,Beaufort,POLIB400,POLI,POLI - Political Science,B400,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Topics in Political Theory,Selected Topics in Political Theory,"Intensive analysis of a particular topic or topics. To be identified by topic title each semester. May be repeated under different topics. 
",Standard Letter
Fall 2023,Beaufort,PSYCB101,PSYC,PSYC - Psychology,B101,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Introduction to Psychology,Introduction to Psychology,"An introduction to and survey of the basic concepts and findings within the field of psychology. 
",Standard Letter
Fall 2023,Beaufort,PSYCB200,PSYC,PSYC - Psychology,B200,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Research Methods in Psychology,Research Methods in Psychology,(Prerequisite: PSYC B101) Basic principles and methodology.,Standard Letter
Fall 2023,Beaufort,PSYCB202,PSYC,PSYC - Psychology,B202,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychological Statistics,Psychological Statistics,"Introduction to statistical methods for psychology research. 
",Standard Letter
Fall 2023,Beaufort,PSYCB209,PSYC,PSYC - Psychology,B209,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Human Growth and Development,Human Growth and Development,"An Introduction to and survey of physical, mental, social, and emotional developmental patterns evidence from the prenatal period through senescence and death.",Standard Letter
Fall 2023,Beaufort,PSYCB210,PSYC,PSYC - Psychology,B210,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Psychology of Adjustment,Psychology of Adjustment,"Introduction to theories and processes underlying and facilitating human adjustment in the community, family and workplace. 
",Standard Letter
Fall 2023,Beaufort,PSYCB212,PSYC,PSYC - Psychology,B212,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2HSS,USC-B Humanities & Social Sci,3,,Applied Psychology,Applied Psychology,"Uses of psychological knowledge and techniques in practical contexts; clinical, school, industrial, consumer and environmental psychology. 
",Standard Letter
